енН    ќжян    ег    я‘ е    ‘ѕ    њ,1
Ё—«гж‘ я—ѕеЭ«нѕ  яе  «нд   ѕ«” «д  Не     «Ћн—«     гдЁнЭ«н  гнЭ ж«дѕ  —жн  –ед  »НеЭе«нн   ѕ—   «нд   ”д   ж  ”«б  ѕ«‘ еЭ»«‘ѕ њ ,1
"¬н«  ѕ«” «нжЁ”ян   »—«н   дж‘ д   —г«д   Ђћд«н« Э жЭгя«Ё« ї ег   °    яе  ѕ—  ¬д ‘ќ’н  «’бн  ¬ѕг  гнЭя‘ѕ   °   —Ё е  ж ¬ѕг  я‘ е   њ ",1
‘г«    Ёнбг  Ђёе—г«дї —«    ѕнѕнѕ   њ  ,1
Не    Бн‘ ‘—Ўн    њ  ,1
гдўж— «д  ѕ«” «де«н  г” ёб  ж  »бдѕн    «”    яе   е—яѕ«г  «Ќ г«б«   ‘‘    №    еЁ     ё”г   гнЭ‘ждѕ њ,1
 Ќёнё«   »еЭ«дѕ«“е  я«Ён    гЁнѕ    »жѕ  њ  ,1
жё     «Ќ”«”    дн«“ ядн  гнЭджн”н   њ,1
гЏгжб«   Ндѕ   ”«Џ     ѕ—   —ж“    »е  дж‘ д гнЭБ—ѕ«“н  њ ,1
жё н  гнЭджн”н  »е  »«“нР—  ќ«’н  ег  Ёя—гнЭядн  њ,1
гд ёѕ«д     «     НеЭ Ќѕ  —жн    я«—  ‘г«     «Ћн—    ѕ«—дѕ њ,1
¬н«    ѕнѕд    Ёнбг    »—«н  ЁнбгЭд«геЭджн”  гЁнѕ    «”     њ ,1
ЁнбгЭд«геЭджн”    гЌ»ж»   ‘г«   ян”     њ,1
ЁнбгЭд«геЭджн” џн—    я«—Р—ѕ«д    Нн    њ,1
"¬н«    «“    г—Р    ген»н    яе    »е—…    г«  гнЭ”«“н °  ќж«енгЭ —”нѕ    њ",1
Не   я”    ё«ѕ—  «”     дЏг н    —«    яе    »е  г«  «—“«дн  ѕ«‘ н  ћ»—«д    ядѕ    њ,1
¬н«    ‘Џ—    ж    джн”дѕРн    ед—    «”     њ,1
Не   ед—гдѕ«дн  —«   ѕ—   «нд   “гнде  гнЭ‘д«”нѕ њ ,1
"«г«    »еЭ—«” н   ‘д«ќ     ё‘—    ћж«д    °    ќ’ж’«р    ѕќ —«д    я «»ќж«д    «нд    ѕн«—     «    «нд    «дѕ«“е    «”     њ",1
ѕќ —    Н—«    гЏ «ѕ    «”     њ ,1
¬н«    ќѕ«ждѕ    «“    Ќё    ¬ё«н    —ћ«нн    яе    ѕ—    «нд    ё÷не    гўбжг    ж«ёЏ    ‘ѕ    ќж«еѕР–‘     њ,1
«г«    Ќѕ    ж    г—“    «нд     џнн—    ж     Ќжб    яћ«”     њ,1
‘н—    ќ—  ѕ«ѕ    њ,1
»еЭдў—   ‘г«    я«Ён  дн”   њ  ,1
"Ќ«б«    яе    гд“б    Бѕ—     —«     —я    гнЭядн  °    Н—«    Р—не   дгнЭядн  њ",1
‘г«    ян    е” нѕ   њ,1
гнЭ¬нн     н«    де  њ,1
џн»     Не    я”н    —«  њ,1
Н—«    ’ѕ«н    Р—»е  ѕ—гнЭ¬ж—н њ ,1
б»«”е«н    г«    —«    яе    —жн    Ўд«»    »жѕеЭ«дѕ    дѕнѕеЭ«нѕ  њ,1
гР—    «”г    ‘»    Џж÷    ‘ѕеЭ«”   њ  ,1
Б”    »—«ѕ—     яж  њ,1
Б«н     »е —    ‘ѕ    њ,1
 ж    г—«    яћ«   ѕнѕеЭ«н  њ,1
гР—   ‘г«    ѕ—    ¬”«н‘Р«е    «” «ѕнжг     ќ н    »нд    гћ—жЌ«д    д»жѕнѕ    њ,1
‘г«    «“    яѕ«г    б‘я—    е” нѕ    њ ,1
ќѕ«н«    Не    я”н    »—д«ге    «г Ќ«дн    г—«    «г÷«   ядѕ   њ,1
яћ«”     ¬д    ѕ” е«н    ге—»«д    ж    Б—гЌ»      ж    њ,1
ћж«ѕ    Нн    ‘ѕе    њ  ,1
ќ«дг    Б—” «—    гд    гнЭ ждг  »е    «жд    ќжд   »ѕг    њ,1
ќ«дг    Б—” «—     гнЭ‘е   «“    ѕ”     НБг    ег    ќжд   »Рн—н    њ ,1
ё»б«    ќжд    ѕ«ѕн    њ,1
ян    ќжд   ѕ«ѕн    њ,1
¬е«н    »—«ѕ—    Ќ«б    ќж»е    њ ,1
"НРжде    «”     яе    Нднд    г—ѕгн    яе    Б«    »—    ”—    Н«ее«н    дЁ     ѕ«—дѕ    °    Нднд    ѕ—    Ёё—    ж    ѕ—г«дѕРн    ѕ”     ж    Б«   гнЭ“ддѕ    њ ",1
гР—     ж    гнѕ«дн    ѕ—    «нд    д«ге    Не     дж‘ еЭ«”   њ ,1
ќж»    ”дР     —ж    Бнѕ«    я—ѕн  њ  ,1
—ж‘    Нн   »джн”г  њ    ,1
‘г«    ѕќ —    ѕ«—нд  њ    ,1
енНЭжё     »е    ќ«Ў—   ќж‘Э»жѕд    ѕЏж«‘    дя—ѕнд  њ,1
¬ё«   »бнЎ     яћ«”   њ,1
гё’жѕ     «“    «нд    я«—    Нн   »жѕеЭ«”  њ,1
¬н«    ’ѕ«    гнЭ ж«дѕ    ѕ—    гЌнЎ    ѕнР—н    џн—    «“    еж«    гд ‘—  ‘жѕ  њ,1
"»еЭдў—   ‘г«    °    НРжде    гн  ж«д    «нд    Ќёнё     —«     √ннѕ    я—ѕ   њ",1
"«Р—    ‘г«    »ќж«енѕ    Ћ«»     яднѕ    яе    ’ѕ«    ѕ—    ¬»    ег    гд ‘—    гнЭ‘жѕ    °    Не    ¬“г«н‘н    —«    «дћ«г   гнЭѕенѕ  њ",1
ќж«»    «Р—    »е    Н‘ге«нг    »н«нѕ    Нн   њ,1
"«Р—   ‘г«    »е    ћ«н    Р—няе    »жѕнѕ    °    Не    гнЭя—ѕнѕ  њ",1
»«    Не    —ж‘н    »—«н   »еЭѕ” Э¬ж—ѕд    Ё÷«н     ен     б«‘    гнЭя—ѕнѕ  њ,1
"Р—няе    °    Ў—Ќ    ¬“г«н‘    ќжѕ    —«    НРжде    ¬г«ѕе    я—ѕ  њ",1
жбн    «“    —«е    ¬»    НЎж—  њ,1
¬н«    ѕ—”     «”     њ,1
«нд    ян    «”     яе    гнЭджн”ѕ  њ,1
ќ»    яе    Нн    њ,1
Н—«  њ,1
"Не    г«дЏн   ѕ«—ѕ    гЏбгн    яе    гѕ«г    Џ«ѕ     »е    ѕ—”Эѕ«ѕд  ѕ«—ѕ    °    Р«ен    ѕ—”    ег    »Рн—ѕ  њ",1
Не гжёЏ ѕнѕн‘ њ,1
‘г«    ћ«н   г«    »жѕнѕ    ћ–»     е—«д  дгнЭ‘ѕнѕ  њ,1
ё’е    ж    «Ё”«де   Нн”   њ,1
ћ«нР«е    «нд    Џд’—    гбн    ж    г—ѕгн   яћ«”   ,1
 бжн“нжд    ѕ—    »—ќж—ѕ    »«    ¬д    НРжде    —Ё «—    гнЭядѕ  њ,1
Не    Џж«гбн    »«ЏЋ      гнЭ‘ждѕ    яе    ё’е    «“    Ќ«б     ”яжд    ќ«—ћ    ‘жѕ ,1
Б«д«г«н    Ёнбг   ‘г«     «    Не    Ќѕ    »е    ЂБ«д«г«ї —г«д    д“ѕня ”   њ ,1
Нн   ‘ѕ    яе    ”—«џ    ‘ќ’н н    Нжд    «ж”д«—ѕ   (Бн—”    »—«“д«д ) —Ё нѕ    њ,1
дў—     ѕ—»«—еЭн    «ё »«”    ”ндг«нн    «“    ¬Ћ«—    «ѕ»н    Нн    ”   њ ,1
Нёѕ—    »е    —г«д    жЁ«ѕ«—    »жѕнѕ   њ,1
ѕ—    гж—ѕ    «я—«д    ¬“г«н‘н    Ёнбг «д    Не    дў—н  ѕ«—нѕ  њ ,1
«д ќ«»     ед—Бн‘еЭе«    »е    Не    ’ж—     »жѕ   њ,1
‘г«    ж«ёЏ«р    гн ќж«” нѕ    ¬д    —«   ѕееЭн    1970    »”«“нѕ    њ,1
‘н—    ќѕ«    ж    Ќнѕ—    я—«—    ян”     њ,1
Н—«    «ж    ќж«” «—    Џг—    ѕж»«—е    «”     њ ,1
"»еЭ—«” н    °    ’»—    ж    ‘ян»«нн   «ж    »—«н   Нн”   њ ",1
"Н—«    «ж    «Џ —«Ё    гнядѕ    яе    ‘ян»«нн    ¬ѕгн    °    Ћг—»ќ‘    «”     њ",1
¬н«     бќн    ’»—    «ж    »—    ‘н—нд    ѕ«—ѕ   њ ,1
"—«” н    °    гж÷жЏ    Џг—    ж    «—“‘    ¬д    Нн”    њ",1
Не    Џ«гбн    ѕ—    Ўн    ”е    ж    Бдћ    ”«б    »«ЏЋ    ‘ѕ    яе     г«г     »—н“не«    «“    г–е»    ”дн    »е    г–е»    ‘нЏе    Р—«н‘    Бнѕ«яддѕ     њ ,1
Б”    Не     ‘ѕ    яе    »н‘ —    г—ѕг    «н—«д    ѕ—    “г«д    ‘«е    Џ»«”    »е    г–е»    ‘нЏе    —жн    ¬ж—ѕдѕ   њ,1
"¬ё«н    »«” «дн    °    —ж“д«ге    «Ўб«Џ«     ѕн—ж“    —«    ѕнѕн    њ",1
"¬ё«    °    «нд    г«ћ—«н    жнб«н    бж«”«д«     Не    »жѕ    њ",1
‘г«    —«ѕнж    «”—«∆нб    —«   ‘днѕнѕ    њ,1
»н »н ”н    —«    ег    д‘днѕнѕ   њ,1
г«б    ян”     њ  ,1
 »бнџ    «“    «нд    »«б« —  гнЭ‘жѕ  њ,1
¬н«    я”н   е”     яе    ѕе     «    —нР    «“    “н—    «нд    ¬»    ќ«—ћ   ядѕ    њ,1
"Н—«    ж    ѕ—    —ж“    —ж‘д    °    ѕ—    ж”Ў    »«џНе    яе    ѕ—    ¬д    »е    ѕнж«—    ќж—ѕе    ж     «    Џ’—    »«“    »жѕе    -   »е    Бдћ«е    дЁ—    ¬ѕг  д«дЭ‘д«”    ЌёЭ‘д«”    Нбжя»«»    ѕ«ѕеЭ«н   њ ",1
яѕжг    нян    «“    дё‘е« жд    —ж     ж    ”—н«бе«    »н‘ —    ѕж”     ѕ«—нѕ  њ,1
"»«   жћеЭ»е    џн»     Ндѕ”«бе    ¬ё«н    »н÷«нн    «“    ”ндг«    °    я«—    »«    «н‘«д    —ж    НЎж—    ѕнѕнѕ    њ ",1
 «    Ќ«б«    »н‘ —    »«    яѕжг    нян    «“    я«—Р—ѕ«де«    «— »«Ў    »е —н    »—ё—«—  я—ѕеЭ«нѕ њ ,1
»н‘ —    Не   Ёнбгд«геЭе«нн   ‘г«    —ж    —«÷н  гнЭяде  њ ,1
"»е    дў—   ‘г«    °    Н—«    «б«д    «“    «нд    я«—е«     жбнѕ   дгнЭ‘е  њ",1
"Ќ”нд    ¬ё«    °    Нн    ‘ѕе    ’ѕ«      џнн—    я—ѕе   њ ",1
" Ёя—  гнЭяднѕ    ¬де«нн    яе    ЂгЌбе    »—ж»н« ї —ж    »«    г д    ќж»    ¬ё«н    »нЭ—дР    ж    я«—Р—ѕ«дн    ¬ё«н    гƒѕ»н«д    »«“н   я—ѕд    «Ре    г де«н   «ндЭНдндн    жћжѕ    ѕ«‘ е  »«‘е    °    Ќ«÷— гнЭ‘д    Р—же    —ж    ѕж»«—е    —«е    »дѕ«“д    њ",1
" НРжде    «”     яе    Нднд    г—ѕгн    яе    Б«    »—    ”—    Н«ее«н    дЁ     ѕ«—дѕ    °    Нднд    ѕ—    Ёё—    ж    ѕ—г«дѕРн    ѕ”     ж    Б«    гнЭ“ддѕ    њ",1
«ндћ«    Не    ќ»—    «”     њ,1
Н—«    г«    —«     Џён»    гнЭяднѕ   њ,1
"«“    ”ќд«дн    яе    Бнг»—    ‘г«    «“    ћ«д»    ќѕ«   ¬ж—ѕеЭ«”     °    Нн“н    гнЭѕ«дн  њ  ",1
Не   гнЭРжнн  њ ,1
«нд    Не    »«дРн    »жѕ    яе  ‘днѕг   њ,1
ќѕ«    ћ“     ж    я”н    —«   дн«Ё     яе    »е    Бнџг»—н    »Ё—” ѕ  њ ,1
 ж    нжд”    —«    «“    яћ«    гнЭ‘д«”н  њ,1
гё«г    гЌгѕ    —«    д“ѕ    г«   гнЭѕ«днѕ  њ ,1
Бнг«д    гнЭ»дѕнѕ    яе   г—«    Нжд    “д«д    ж    Ё—“дѕ«д    ќжѕ    Ќг«н    яднѕ   њ,1
¬н«    енН    Ржде    ег«ддѕн    ж    ‘»«е н    »нд      Ђ«г«гї  ж   Ђг«гжг ї  Бн‘ж«    ж    Ё—г«дР“«—    д»«нѕ    жћжѕ   ѕ«‘ еЭ»«‘ѕ њ ,1
"¬н«    г—Р    °    г—Р    «”  њ    ",1
еге    г—Ре«    «“    ня    ёг«‘    е” дѕ  њ,1
"еге    я”«дн    яе     г—ѕеЭ«дѕ    ж   ќж«едѕ    г—ѕ    °    гЋб    ег   е” дѕ   њ",1
" ¬н«    ¬дя”    яе    ѕ—    —ќ ќж«»    ћ«д   ”Б—ѕеЭ«”     °    »«    гѕ«ЁЏн    Ргд«г    яе    ѕ—    ”—г«н    ћ«д”ж“    »бдѕ —нд    «— Ё«Џ«     °  џ—н»«де    ж    гўбжг«де    ћ«д   »«ќ еЭ«”     °    ня”«д     бён    ќж«едѕ   ‘ѕ  њ",1
" ¬н«    г—Р    ћж«дян    яе    ѕ—    Бн    д«я«гн    ќжѕ    —«   ЌбёЭ¬жн“    я—ѕе    °    »«    ћж«дн    —‘нѕ    яе    ѕ—    »нЭЏ‘ё    гЏ‘жё    Б«н   ѕ—    гнѕ«д    гнд   де«ѕеЭ«”     °    «“    ня   гёжбеЭ«дѕ  њ",1
" ¬н«    БнН    ж     «»     д    ня    б««»«бн    ѕ—    гћб”    бежжбЏ»    яе    егНжд    я—г    ѕ—    ќжѕ     гнЭбжбѕ    °    »«    —ё’    —“гћжн    гћ«еѕн    д” же    ѕ—    гн«де    гнѕ«д    —“г    »—«»—н      гнЭядѕ  њ ",1
—ё’    Џ«»”    ѕ—    —ж“    Џ«‘ж—«    «“    яѕ«г    ёг«‘    «”     њ ,1
Не    —ж‘н    —«    »—«н    ”«ќ     Џд«’—    —г“е«    «д ќ«»   яднг   њ,1
—«“    «нд    б»ќдѕ    ѕ—    яћ«”   њ ,1
"»е    дў—  ‘г«    °    Ржндѕе    ѕ—    —«ѕнж    Не    жў«нЁн    »—    Џеѕе    ѕ«—ѕ   њ",1
ѕ—    Ќ—Ёе    РжндѕРн    –жё    ж    ед—    »н‘ —    дё‘    ѕ«—ѕ    н«     ядня  њ ,1
гжЁён     ѕ—    Ќ—Ёе    РжндѕРн    »е    Не    Џж«гбн    »” Рн    ѕ«—ѕ   њ,1
"г—“    «Ќ”«”    °    енћ«д    ж    г»«бџе    ѕ—    »н«д    Ржндѕе    НРжде    г‘ќ’   гнЭ‘жѕ   њ",1
г д     «нѕеЭ¬б    —«ѕнжнн    Не    жнОРне«нн    »«нѕ    ѕ«‘ е   »«‘ѕ  њ,1
"гег —нд    жнОРн    Ё—ѕн    Ржндѕе    яѕ«г    ня    «“    Џж«гб    ’ѕ«    °    »н«д    °    еж‘    ж    н«    ”—Џ     «д ё«б    «”     њ",1
Ё—ё    Ржндѕе    ж    гћ—н    Нн”   њ,1
 Ё«ж     я«—    «ћ—«    ѕ—    —«ѕнж    ж     бжн“нжд  Нн”    њ,1
 Ё«ж     »—д«ге    “дѕе    ж     жбнѕн    ѕ—    —«ѕнж   Нн”   њ,1
жнОРн    я”«дн    яе    гд  гнЭќж«ег    »е   ¬д«д    ѕ” —”н    Бнѕ«    ядг   Нн”    њ,1
НРжде      гнЭ ж«д    »е    ¬де«    ѕ”     н«Ё   њ,1
"¬н«    гќ«Ў»    °    нЏдн    Џб     џ«нн    ѕ—«г    °    ¬д    —«    »«ж— гнЭядѕ   њ",1
Нднд    ѕ‘гд    “»ждн    НРжде   ж«д” еЭ«”     е‘     ”«б    »«    ”Б«ен«дн    ёѕ— гдѕ  »ћдРѕ  њ,1
Бн—ж“н    »—    Нднд    ѕ‘гд    ÷ЏнЁн    Не    Ќб«ж н    ѕ«—ѕ   њ,1
«нд    гЌѕжѕн е«    Нн”     њ,1
"¬н«    »ѕжд     Џеѕ   гнЭ ж«д    «д”«д    »жѕ    °    ћ«гЏе    »жѕ  њ",1
¬н«    »—ѕ«‘ д    —Ќг    гд”жќ   гнЭ‘жѕ   њ,1
Ёб”Ёес    Ёё—    н«    Ёё—    Ёб”Ёе    њ,1
"«“    ћ«нР«е    Ќёжён    °    «нд    «ќ б«Ё    НРжде    ё«»б  Ќб    «”     њ",1
яѕ«г    гѕ—дн”г    њ,1
 »Џн÷    Нн”   њ,1
Ёё—    ж    Ё”«ѕ    ж     »Џн÷    ѕ—    Џ—’еЭе«н    «ё ’«ѕн    ж    ”н«”н    ж    «ѕ«—н    ж    Ќяжг н    ж    «ћ г«Џн    НРжде    Бѕнѕ     гнЭ¬нѕ  њ ,1
НРжде    я«е‘    гнЭн«»ѕ  њ,1
Ёё—    Нн”    њ,1
